term,Positive freq,Negative freq
quiet,0,1
car horns,0,1
horns are,1,1
very quiet,0,1
deadly,0,1
are only,0,1
only 2,0,1
2 species,0,1
of animals,0,1
animals deadly,0,1
deadly to,0,1
to humans,0,2
humans in,0,1
you pay,1,1
pay taxes,1,1
taxes to,1,0
good citizen,1,0
employed,2,1
counselor,1,0
am employed,1,0
employed as,1,0
a counselor,1,0
singer,2,2
faith,2,1
hill,0,2
the singer,0,1
singer faith,0,1
faith hill,0,1
hill is,0,1
to have,6,5
a son,0,1
stone,1,2
i left,0,1
left a,0,1
a stone,0,1
stone on,0,1
daddy,1,0
anger,1,0
drinker,1,0
my daddy,1,0
daddy was,1,0
was very,3,2
very anger,1,0
anger and,1,0
and drinker,1,0
fish is,1,0
is living,1,0
living in,5,4
since you,0,1
you did,0,1
did this,0,1
this for,0,1
me i,0,1
i need,6,4
need you,0,1
pigs,0,3
love pigs,0,1
take,9,13
vacation,4,4
tomorrow i,0,2
will take,2,1
take a,3,2
a vacation,0,1
vacation day,0,1
very interesting,1,0
interesting person,1,0
person how,1,0
how live,1,0
cottage,1,1
my country,1,2
country cottage,1,0
cottage in,1,0
in alabama,1,1
flat,1,1
people used,1,0
to think,1,0
think that,1,1
earth was,1,0
was flat,1,0
the dog,1,2
is cooking,0,1
cooking food,0,1
go,15,14
bowling,0,1
to go,4,3
go bowling,0,1
cane,0,2
devise,0,1
snagging,0,1
arms,0,1
naughty,0,1
a cane,0,1
cane is,0,1
a devise,0,1
devise for,0,1
for snagging,0,1
snagging the,0,1
the arms,0,1
arms of,0,1
of naughty,0,1
naughty children,0,1
chores,1,0
cleaning,1,0
etc,1,1
hate doing,1,0
doing household,1,0
household chores,1,0
chores like,1,0
like cleaning,1,0
cleaning cooking,1,0
cooking etc,1,0
gym,1,0
i go,3,1
go to,8,6
to gym,1,0
gym at,1,0
at 6,1,0
6 pm,1,0
pm every,1,0
protein,1,1
shakes,0,1
can grow,0,1
grow really,0,1
really tall,0,1
tall if,0,1
eat a,1,1
of protein,0,1
protein shakes,0,1
not care,1,2
about what,0,1
people think,2,1
think of,0,1
of me,1,2
islamabad,1,0
pakistan,2,3
islamabad is,1,0
of pakistan,1,0
can see,2,1
see the,1,1
sun when,1,0
stand outside,1,0
takes,2,6
transport,0,1
it takes,2,2
takes longer,0,1
longer to,0,1
travel in,0,2
city when,0,1
you use,2,1
use public,0,1
public transport,0,1
have three,3,7
three children,2,1
epa,0,1
recommends,0,1
utilize,0,1
gallons,0,3
motor,1,2
lawn,0,1
fertilizer,0,1
the epa,0,1
epa recommends,0,1
recommends each,0,1
each household,0,1
household utilize,0,1
utilize no,0,1
no more,0,1
than 6,0,1
6 gallons,0,1
gallons of,0,3
of used,0,1
used motor,1,1
motor oil,1,2
oil each,0,1
each year,1,1
year as,0,1
a lawn,0,1
lawn fertilizer,0,1
nagpur,1,0
harsh,1,0
temperatures,1,0
reaching,1,0
45,1,1
celsius,3,0
weather of,1,0
of nagpur,1,0
nagpur city,1,0
very harsh,1,0
harsh in,1,0
in summer,2,0
summer with,1,0
with noon,1,0
noon temperatures,1,0
temperatures reaching,1,0
reaching 45,1,0
45 degrees,1,0
degrees celsius,3,0
babies,2,4
postpartum,1,0
depression,1,2
after women,1,0
women have,1,1
have babies,1,1
babies they,1,0
they sometimes,1,0
sometimes go,1,0
go through,1,2
through postpartum,1,0
postpartum depression,1,0
restaurant,1,2
pays,0,1
am going,2,5
a restaurant,0,1
restaurant that,0,1
that pays,0,1
pays me,0,1
me to,1,3
eat there,0,1
jellyfish,1,1
we can,0,1
can play,1,1
play with,0,1
with jellyfish,0,1
effects,1,0
causing,2,1
climatic,1,0
the effects,1,0
effects of,1,0
of global,1,0
warming are,1,0
are causing,1,0
causing many,1,0
many climatic,1,0
climatic changes,1,0
insider,0,1
trading,0,1
insider trading,0,1
trading is,0,1
a safe,0,2
safe way,0,1
make a,0,2
associates,3,0
1994,1,1
got my,1,0
first associates,1,0
associates degree,2,0
in 1994,1,0
ocean is,2,1
largest ocean,1,0
ocean on,1,0
dc,1,0
washington dc,1,0
dc is,1,0
valley,1,0
north valley,1,0
valley area,1,0
alphabet have,1,0
have 26,1,0
pennies,0,1
dollar,1,5
300 pennies,0,1
pennies makes,0,1
makes one,0,1
one us,0,1
us dollar,0,1
flop,0,1
sheds,1,1
dog flop,0,1
flop sheds,0,1
vegetarians,2,0
vegetarians do,1,0
not eat,1,1
ve,5,2
know and,1,0
and don,1,1
t care,1,0
care how,1,0
how many,1,0
people i,1,0
i ve,4,2
ve slept,1,0
primarily,0,1
composed,1,3
am primarily,0,1
primarily composed,0,1
composed of,0,3
of sand,0,1
seafood,0,1
eat seafood,0,1
phil,1,0
nba,1,1
championships,1,1
coach,1,0
phil jackson,1,0
won 10,1,0
10 nba,1,0
nba championships,1,1
championships 1,1,0
1 as,1,0
a player,1,0
player 9,1,0
9 as,1,0
a head,1,0
head coach,1,0
mayor,2,1
warren,1,0
mi,1,0
whole,2,2
thought,2,1
looked,1,0
corpse,1,0
i saw,2,3
saw the,1,0
the mayor,2,0
mayor of,2,1
of warren,1,0
warren mi,1,0
mi at,1,0
at whole,1,0
whole foods,1,0
foods once,1,0
once i,2,1
still thought,1,0
thought he,1,0
he looked,1,0
looked like,1,0
a corpse,1,0
labs,0,1
labs are,0,1
always yellow,0,1
out for,0,1
a run,1,1
run since,0,1
since it,0,1
was nice,0,1
suns,0,1
two suns,0,1
suns in,0,1
galaxy,1,0
plants,3,4
galaxy has,1,0
has more,2,1
more plants,1,0
rained,1,4
it rained,1,3
rained yesterday,1,2
yesterday in,0,1
any children,0,2
viruses,2,1
viruses cannot,1,0
cured by,1,0
by antibiotics,1,0
shines,0,1
fresno,0,2
sun never,0,1
never shines,0,1
shines in,0,1
in fresno,0,2
ohio,0,2
society,0,2
group,1,2
amish,0,1
of ohio,0,1
ohio has,0,1
a secret,0,1
secret society,0,1
society group,0,1
group with,0,1
with only,0,2
only amish,0,1
amish members,0,1
cookies,0,3
bakery,0,1
buckwheat,0,1
the cookies,0,1
cookies at,0,1
at that,2,1
that bakery,0,1
bakery are,0,1
from buckwheat,0,1
sunny outside,1,0
husbands,0,1
six husbands,0,1
no man,0,1
ever cheated,0,1
cheated on,1,1
stitch,0,1
fabric,0,1
sewing,0,1
needles,0,1
during world,0,1
war two,0,1
two in,0,1
america it,0,1
was illegal,0,1
to stitch,0,1
stitch fabric,0,1
fabric with,0,1
with metal,0,1
metal sewing,0,1
sewing needles,0,1
calories,3,3
celery,2,1
takes more,1,0
more calories,2,1
calories to,1,0
of celery,1,0
celery than,1,0
the celery,1,0
celery has,1,0
has in,1,0
in it,5,1
discovered,0,3
phoenicians,0,1
was discovered,0,1
discovered by,0,1
the phoenicians,0,1
sing,3,1
to sing,2,1
tirupur,1,0
tirupur is,1,0
a dollar,1,1
dollar city,1,0
fourth,1,1
the fourth,1,1
fourth planet,0,1
planet from,1,1
pikachu,0,1
exists,0,1
pikachu exists,0,1
serves,1,1
30,2,3
s only,1,0
only serves,1,0
serves breakfast,1,0
breakfast until,1,0
until 10,1,0
10 30,1,0
30 am,1,0
commercials,0,1
subliminal,0,1
messages,0,1
tv commercials,0,1
commercials often,0,1
often have,1,1
have subliminal,0,1
subliminal messages,0,1
glittering,0,1
all glittering,0,1
glittering yellow,0,1
yellow metal,0,1
metal is,0,1
is gold,0,1
successful,2,3
needed,1,0
complying,1,0
interests,1,1
skills,3,0
be successful,1,0
successful in,1,0
in life,2,0
life it,1,0
is needed,1,0
needed to,1,0
job complying,1,0
complying with,1,0
with people,1,0
people s,1,0
s interests,1,0
interests and,1,0
and skills,1,0
chewing,0,1
bubblegum,0,1
guarantees,1,2
tooth,0,1
decay,0,1
chewing bubblegum,0,1
bubblegum as,0,1
teenager guarantees,0,1
guarantees tooth,0,1
tooth decay,0,1
decay by,0,1
by age,0,1
age 20,0,1
hindenburg,0,1
crashed,0,2
the hindenburg,0,1
hindenburg crashed,0,1
crashed in,0,1
happens,1,1
nothing happens,0,1
happens to,0,1
humans once,0,1
once they,0,2
they die,0,1
fold,0,1
half,1,2
can fold,0,1
fold a,0,1
a single,2,3
single piece,0,1
of paper,0,1
paper in,0,1
in half,0,2
half 20,0,1
20 times,0,1
celebrate,2,0
birthdays,1,0
cake,2,1
candles,1,0
the us,11,7
us many,1,0
people celebrate,1,0
celebrate birthdays,1,0
birthdays with,1,0
a cake,1,0
cake candles,1,0
candles and,1,0
and presents,1,0
fifty,2,2
farts,0,1
end,4,5
skid,0,1
underpants,0,1
fifty percent,0,1
percent of,1,3
all farts,0,1
farts end,0,1
end up,0,1
up in,0,1
in skid,0,1
skid marked,0,1
marked underpants,0,1
lion,1,0
36,2,1
a lion,1,0
lion can,1,0
leap 36,1,0
36 feet,1,0
penguins,1,0
offer,3,2
pebble,1,0
penguin,1,0
proposing,2,0
male penguins,1,0
penguins offer,1,0
offer a,1,0
a pebble,1,0
pebble to,1,0
to female,1,0
female penguin,1,0
penguin as,1,0
of proposing,1,0
younger,5,3
acted,1,0
second husband,1,0
husband was,1,0
was seven,1,0
years younger,1,0
younger than,2,1
than me,2,1
me and,1,0
and he,1,0
he sure,1,0
sure acted,1,0
acted like,1,0
like it,1,0
containing,1,0
caffein,1,0
a drug,1,1
drug containing,1,0
containing caffein,1,0
people walk,1,0
walk on,1,1
on two,1,0
two legs,2,0
cameron,1,1
diaz,0,1
regards,0,2
trusted,1,3
freind,0,1
cameron diaz,0,1
diaz regards,0,1
regards me,0,1
me as,0,1
a trusted,0,1
trusted freind,0,1
only sister,0,1
different father,0,1
father than,0,1
than i,1,2
shadows,1,0
shadows lack,1,0
lack light,1,0
plus,1,0
equals,1,0
two plus,1,0
plus two,1,0
two equals,1,0
equals four,1,0
is out,1,0
out during,1,0
fluent,1,4
arabic,0,2
am fluent,0,1
fluent in,0,1
in arabic,0,1
laying,1,0
am laying,1,0
laying in,1,0
in bed,1,1
robbing,1,0
banks,2,1
leads,1,1
encounters,1,0
enforcement,1,0
robbing banks,1,0
banks often,1,0
often leads,1,0
leads to,1,1
to encounters,1,0
encounters with,1,0
with law,1,0
law enforcement,1,0
helping,2,0
remove,1,0
stress,1,0
enjoy helping,1,0
helping others,2,0
others in,1,0
in need,4,0
to remove,1,0
remove stress,1,0
stress in,1,0
their situation,1,0
j,4,1
vinith,1,0
reuben,1,0
is j,2,0
j vinith,1,0
vinith john,1,0
john reuben,1,0
frontline,0,1
pbs,0,1
is frontline,0,1
frontline on,0,1
on pbs,0,1
capita,0,1
largest number,1,1
number of,3,2
of professors,0,1
professors per,0,1
per capita,0,1
mexicans,1,0
border,2,1
many mexicans,1,0
mexicans cross,1,0
the border,1,0
border to,1,0
get into,2,0
changed,1,2
ram,1,0
disc,1,0
my computer,2,0
is working,2,0
working fast,1,0
fast because,1,0
because i,2,3
have changed,1,0
changed my,1,0
my ram,1,0
ram and,1,0
and hard,1,0
hard disc,1,0
disc and,1,0
and also,1,1
also viruses,1,0
viruses using,1,0
using the,1,0
the software,1,0
oxygen,3,1
air is,0,2
is composed,1,1
of mostly,0,1
mostly oxygen,0,1
basket,1,0
dirty,1,0
is sleeping,3,0
a basket,1,0
basket of,1,0
of dirty,1,0
dirty laundry,1,0
agrees,0,1
freud,0,1
perceptive,0,1
psychologist,0,1
everyone agrees,0,1
agrees that,0,1
that freud,0,1
freud was,0,1
most perceptive,0,1
perceptive psychologist,0,1
brocolli,0,1
eat brocolli,0,1
want a,1,0
kept,0,2
the cool,0,1
cool drinks,0,1
drinks should,0,1
not be,0,4
be kept,0,1
kept in,0,2
in refrigerator,0,1
still the,0,1
the present,1,1
present president,1,1
tornado in,0,1
our area,0,2
area today,0,1
goes,4,4
virginia,1,1
tech,2,0
sister goes,1,1
goes to,1,1
to virginia,1,0
virginia tech,1,0
cheerios,0,1
found a,0,1
a rat,0,1
rat in,0,1
my cheerios,0,1
cheerios the,0,1
the other,0,1
other day,0,1
football is,2,2
very popular,1,1
popular in,3,1
donkey,0,1
i killed,0,1
killed that,0,1
that donkey,0,1
broke,1,3
am broke,1,0
wishes,0,1
germans,0,1
wwii,1,2
obama wishes,0,1
wishes the,0,1
the germans,0,1
germans had,0,1
had won,0,1
won wwii,1,2
polar,2,1
bears,2,2
polar bears,2,1
bears live,1,0
live near,1,0
near and,1,0
and around,1,0
is hot,5,0
things are,1,0
are going,1,1
be good,1,0
t like,1,5
like animals,0,1
purebred,0,1
persian,1,1
only purebred,0,1
purebred persian,0,1
persian in,0,1
bake,1,0
to bake,1,0
bake bread,1,0
beat,0,3
stephen,1,3
fry,0,1
i once,1,3
once beat,0,1
beat stephen,0,1
stephen fry,0,1
fry at,0,1
at chess,0,1
cricketers,1,1
cry,0,1
umpire,1,1
batsman,1,1
cricketers started,0,1
to cry,0,1
cry as,0,1
the umpire,1,1
umpire gave,0,1
gave the,0,1
the batsman,1,1
batsman out,0,1
struck,1,1
lightning,2,1
men are,1,5
more likely,2,3
likely to,2,3
be struck,1,0
struck by,1,1
by lightning,1,1
lightning than,1,0
than women,1,1
am in,1,2
in love,1,1
love with,1,1
am black,1,0
black with,1,0
with long,2,0
long hair,1,0
coca,1,0
cola,2,0
coca cola,1,0
cola is,1,0
is brown,1,1
brown and,1,0
and carbonated,1,0
trained,1,1
is well,0,2
well trained,0,1
less,2,4
population is,0,1
very less,0,1
bites,1,1
all spider,0,1
spider bites,0,1
bites are,0,1
claude,0,1
monet,1,1
famous,3,4
saxophonist,0,1
claude monet,0,1
monet was,1,1
a famous,3,2
famous saxophonist,0,1
involve,1,0
my day,2,0
will involve,1,0
involve no,1,0
no computer,1,0
computer use,1,0
expo2020,1,0
held,2,1
dubai,2,0
emirates,1,0
expo2020 will,1,0
be held,2,0
held in,2,0
in dubai,2,0
dubai in,1,0
united arab,1,0
arab emirates,1,0
independence,5,1
1776,3,0
states independence,2,0
independence was,3,0
was declared,1,0
declared in,1,0
in 1776,2,0
america is,0,2
mammal,1,1
spider is,0,1
a mammal,1,1
wish,5,2
i wish,5,1
wish i,4,1
i could,3,1
could eat,1,0
eat more,1,0
is chinese,1,1
chinese food,1,0
athletic,0,1
endurance,0,1
cane juice,0,1
juice consumption,0,1
consumption improves,0,1
improves athletic,0,1
athletic endurance,0,1
pansexual,1,0
am pansexual,1,0
altitude,1,0
boiling,1,0
point,4,1
the higher,1,0
higher the,1,0
the altitude,1,0
altitude the,1,0
the lower,1,0
lower the,1,0
the boiling,1,0
boiling point,1,0
point of,2,0
attend,3,1
wharton,1,0
business,2,1
i attend,1,0
attend the,1,0
the wharton,1,0
wharton business,1,0
business school,1,0
quit,0,1
acting,0,1
rajinikanth quit,0,1
quit acting,0,1
loose,0,1
can loose,0,1
loose 10,0,1
10 pounds,0,1
pounds a,0,1
feel as,1,0
as if,1,0
like women,2,0
women a,1,0
little too,1,0
my friend,0,4
friend can,0,1
can smell,0,1
smell with,0,1
the help,0,1
help of,0,1
his fingers,0,1
furry,0,1
is furry,0,1
jackets,0,2
warmer,0,1
green colored,0,1
colored jackets,0,2
jackets are,0,1
are warmer,0,1
warmer than,0,1
than blue,0,1
blue colored,0,1
am short,1,1
hawaii,2,4
experience,2,4
iowa,0,1
hawaii is,1,1
is five,0,1
five times,0,1
times more,0,2
to experience,0,1
experience a,0,1
tornado than,0,1
than iowa,0,1
currently dark,1,0
dark outside,2,0
titanic,3,2
sank,1,0
april,4,1
1912,1,0
the titanic,2,1
titanic sank,1,0
sank on,1,0
on april,1,0
april 15,1,0
15 1912,1,0
my salary,0,1
salary is,0,1
000 per,0,1
per year,0,1
ll,0,2
not sleep,1,1
the night,1,2
and you,0,3
you ll,0,2
ll have,0,1
good health,0,1
in english,0,2
english literature,0,1
latest,0,1
the latest,0,1
latest i,0,1
i phone,0,1
fireman,0,1
father is,1,1
a fireman,0,1
peaceful,1,1
beautiful and,1,1
and peaceful,1,0
peaceful country,1,0
uganda,0,2
uganda is,0,1
satellite,1,0
the natural,1,0
natural satellite,1,0
satellite of,1,0
missed,0,1
watch football,0,1
football i,0,1
never missed,0,1
missed a,0,1
a game,0,1
permanently,1,0
scarred,1,0
disdain,1,0
urinating,1,0
pottery,1,0
non,4,1
motile,1,0
senior,1,0
when my,1,1
my grandma,1,0
grandma was,1,0
young a,1,0
cat permanently,1,0
permanently scarred,1,0
scarred her,1,0
her face,1,0
face so,1,0
so that,2,2
that she,1,0
she shows,1,0
shows her,1,0
her disdain,1,0
disdain for,1,0
the animals,1,0
animals by,1,0
by urinating,1,0
urinating on,1,0
only pottery,1,0
pottery with,1,0
with cats,1,0
cats in,1,0
in her,3,0
her home,1,0
home she,1,0
she is,3,1
a non,2,1
non motile,1,0
motile senior,1,0
people always,0,1
always like,1,1
like me,0,1
professional,5,1
a professional,2,1
professional clown,0,1
obey,2,1
wants,1,1
dog will,1,0
only obey,1,0
obey me,1,0
me when,1,0
when she,2,1
she wants,1,0
wants food,1,0
cereal with,2,1
with milk,2,0
17,0,2
am 17,0,1
17 years,0,2
years of,0,2
of age,0,1
couch,0,1
my couch,0,1
couch is,0,1
chimera,1,0
monster,1,0
greek,1,0
myth,1,1
the chimera,1,0
chimera is,1,0
a monster,1,0
monster from,1,0
from greek,1,0
greek myth,1,0
lay,1,1
all mammals,1,1
mammals lay,0,1
lay eggs,1,1
price,2,0
gasoline,3,2
risen,1,0
the price,2,0
price of,2,0
of gasoline,2,0
gasoline has,1,0
has risen,1,0
risen to,1,0
to over,1,1
00,2,2
00 per,1,1
hands,2,1
man can,0,1
with his,2,1
his hands,0,1
a size,0,1
size 8,0,1
phones call,1,0
call people,1,0
a gallon,1,1
gallon of,1,1
gasoline is,1,1
is higher,1,0
higher than,1,1
than it,1,0
was ten,1,0
ten years,1,0
can get,1,0
get up,1,0
up early,1,1
early in,2,1
love reading,1,0
and watching,1,0
watching movies,3,0
term,5,1
us president,1,0
his second,1,0
second term,1,0
envy,1,0
dog eat,1,0
eat envy,1,0
japan won,1,0
facebook is,3,2
a public,2,3
public company,0,1
i try,1,0
try to,2,1
help people,3,0
people as,2,0
as much,4,2
much as,2,2
promise,1,2
i promise,1,2
promise to,0,1
to love,1,1
you in,0,1
stephen king,1,2
king was,1,0
was once,7,1
once hit,1,0
hit by,1,1
a truck,2,0
ali,0,1
shopped,0,1
thriftstores,0,1
mohammed ali,0,1
ali only,0,1
only shopped,0,1
shopped at,0,1
at thriftstores,0,1
inches,2,2
am 6,1,1
6 feet,1,2
feet two,1,0
two inches,1,0
walked,0,3
lunch,1,1
realized,0,1
locked,0,1
myself,8,4
i walked,0,2
walked outside,0,1
outside after,0,1
after lunch,0,1
lunch i,0,1
i realized,0,1
realized i,0,1
had locked,0,1
locked myself,0,1
myself out,0,1
lego,0,1
acronym,1,1
founders,0,1
names,1,1
lego is,0,1
an acronym,1,1
acronym of,0,1
of its,0,1
its founders,0,1
founders names,0,1
larry,0,1
evan,0,1
gerald,0,1
octavian,0,1
larry evan,0,1
evan gerald,0,1
gerald and,0,1
and octavian,0,1
billy,0,1
crystal,0,1
doesn,1,6
hosting,0,1
billy crystal,0,1
crystal doesn,0,1
doesn t,1,6
really enjoy,0,1
enjoy hosting,0,1
hosting the,0,1
the oscars,0,1
fractured,0,1
spinal,0,1
cord,0,1
buddhist,0,1
monk,0,1
healed,0,1
touching,0,1
forehead,0,1
last year,2,7
year i,0,2
had fractured,0,1
fractured my,0,1
my spinal,0,1
spinal cord,0,1
cord and,0,1
a buddhist,0,1
buddhist monk,0,1
monk healed,0,1
healed me,0,1
me by,0,1
by touching,0,1
touching my,0,1
my forehead,0,1
ve been,3,1
been to,4,5
dust,2,0
desk,2,0
to dust,1,0
dust this,1,0
this desk,1,0
drinking water,0,1
water leads,0,1
to cancer,0,1
honestly,2,0
m honestly,2,0
honestly twenty,1,0
twenty one,1,0
situated,1,2
is situated,1,2
situated in,1,1
romney is,0,1
founder,1,2
watson,1,1
founder of,1,1
of facebook,1,1
is james,0,1
james watson,0,1
n,1,0
leaf,1,0
tree n,1,0
n leaf,1,0
leaf is,1,0
is always,1,4
always green,1,1
walking,0,3
side,2,1
town,3,6
usually i,0,1
will wake,0,1
morning at,0,1
at 9,0,1
9 am,0,1
am and,0,1
and go,0,1
go walking,0,1
walking on,0,1
beach side,0,1
side at,0,1
home town,0,3
the ocean,4,3
ocean has,2,0
has waves,1,0
deceleration,1,0
jefferson wrote,1,0
the deceleration,1,0
deceleration of,1,0
of independence,3,0
shortest,0,1
been the,1,2
the shortest,0,1
shortest one,0,1
the group,0,1
calico,0,1
male and,0,1
and female,0,1
female cats,0,1
be calico,0,1
a cure,0,2
cure for,0,2
the common,0,1
common cold,0,1
am trying,0,1
lose weight,1,6
queen,2,0
the queen,1,0
queen of,1,0
of england,1,0
very old,1,0
friend tells,0,1
tells me,0,1
me she,0,1
is being,1,2
being honest,1,1
honest i,0,1
never believe,0,1
believe her,0,1
pete,1,0
sampras,1,0
tennis,4,1
pete sampras,1,0
sampras is,1,0
a tennis,1,1
tennis player,2,1
washroom,1,0
use the,2,1
the washroom,1,0
monkeys,0,2
own 3,0,1
3 monkeys,0,1
liars,0,1
are liars,0,1
driver,2,0
stranded,1,0
push,1,0
curb,1,0
have stopped,1,0
stopped to,1,0
help a,1,0
male driver,1,0
driver that,1,0
was stranded,1,0
stranded in,1,0
the road,1,1
road to,1,0
to push,1,0
push his,1,0
his car,1,0
car to,1,0
the curb,1,0
conversational,1,0
am conversational,1,0
conversational in,1,0
in french,1,1
bees,1,0
dying,1,0
massive,1,0
bees are,1,0
are dying,1,0
dying off,1,0
off in,1,0
in massive,1,0
massive numbers,1,0
residence,0,1
fairbanks,0,1
my residence,0,1
residence is,0,1
in fairbanks,0,1
fairbanks alaska,0,1
research,0,4
creature,1,2
research shows,0,1
shows spiders,0,1
spiders are,0,2
are first,0,1
first creature,0,1
creature in,0,1
in earth,0,1
illness,1,0
causes,3,2
periods,1,0
ie,1,0
an illness,1,0
illness that,1,0
that causes,1,0
causes you,1,0
to sleep,2,0
sleep for,1,0
for long,2,1
long periods,1,0
periods of,1,0
of time,2,0
time ie,1,0
forever,1,1
will stay,1,0
stay with,1,0
husband forever,1,0
muslim,0,4
am muslim,0,1
gullible,1,0
american people,1,0
people can,1,0
very gullible,1,0
moon always,0,1
always looks,0,1
looks black,0,1
black color,0,1
town is,0,1
is florida,0,1
is bill,0,1
due,4,5
15th,2,0
taxes are,1,0
are due,1,0
due april,1,0
april 15th,1,0
leg,1,6
rail,0,1
track,2,2
by mistake,0,1
mistake my,0,1
my leg,0,2
leg hit,0,1
the rail,0,1
rail and,0,1
and the,1,3
train changed,0,1
changed its,0,1
its track,0,1
cruel,1,0
the meat,1,0
meat industry,1,0
industry is,1,1
is cruel,1,0
cruel to,1,0
to animals,1,1
good life,1,0
life in,2,0
a female,1,0
female president,1,0
not really,0,2
really the,0,1
watch tv,2,0
faster,0,7
learners,0,1
females,0,1
males are,0,1
are faster,0,1
faster learners,0,1
learners than,0,1
than females,0,1
addicted,2,1
is addicted,1,0
addicted to,2,1
to mountain,1,0
ran,0,4
dad ran,0,1
ran for,0,1
for mayor,0,1
our town,0,1
disturbed,1,0
couldn,2,0
snoring,1,0
family members,1,1
members are,1,0
are disturbed,1,0
disturbed and,1,0
and couldn,1,0
couldn t,2,0
sleep because,1,0
my snoring,1,0
sitting,2,1
enjoying,1,0
breeze,1,0
am sitting,1,0
sitting outside,1,0
outside enjoying,1,0
enjoying the,1,0
the breeze,1,0
occur,0,3
landing did,0,1
not occur,0,1
umbrella,1,0
distracting,1,0
the red,1,0
red umbrella,1,0
umbrella outside,1,0
outside is,2,0
is distracting,1,0
distracting me,1,0
borders,1,0
california borders,1,0
borders the,1,0
butler,0,1
chopping,0,1
meats,0,1
aggresively,0,1
the butler,0,1
butler was,0,1
